Person_ID,Age,Gender,Sleep_Duration_Hours,Work_Study_Hours,Physical_Activity_Level,Screen_Time_Hours,Mental_Fatigue_Score,Burnout_Risk
52,31,Female,8.981623529553339,10.491097170724558,5,6.830075483231131,4.4292050124932345,Medium
53,33,Male,,7.3173935698159385,3,1.8207713933232794,,
54,32,Male,10.0,4.595629557193112,5,4.844565742840398,-14.291792945576535,Low
55,25,Male,8.710060787825787,6.726003878540932,5,1.249487813629834,-9.895521588099474,Low
56,31,Male,6.778491711725775,9.348280838157981,1,6.820757586667296,8.100141947976347,Medium
57,25,Male,6.441634649841778,12.879500575618373,3,7.3635104933635045,10.41239159356552,High
58,33,Female,,5.9801600672536885,3,3.2852100101018022,,
59,30,Female,6.931679167025351,5.9069964650383415,5,3.860909050882867,-4.85199046368915,Low
60,32,Female,6.579276613509226,5.474808998322368,4,5.871877240588038,-3.2282621973832377,Low
61,30,Female,7.416554496296733,5.226550017401318,1,2.5047398418394553,-4.5327396742022525,Low
62,26,Female,6.446760006778033,10.911382920162861,5,2.317100576893668,1.3303551667955293,Low
63,32,Female,8.497956429795995,11.48937715072876,2,8.596580120102802,9.117456654297783,Medium
64,30,Male,6.950055237399736,8.855511787160804,2,5.7867765454099205,-0.4538619856194597,Low
65,18,Male,6.491819566489121,7.564574455718287,1,4.10472660573511,6.164734567181916,Medium
66,24,Male,8.029143898135269,12.082287573725253,4,1.269702778606952,3.6352751599631334,Medium
67,26,Male,4.8529716437626975,8.84781608331301,5,7.6308783922361805,12.133797224236993,High
68,18,Female,7.209186022732561,10.678873418720869,3,3.788704469457577,4.122678721574169,Medium
69,29,Male,6.83068560369132,7.467102116556369,1,10.151711114676347,10.708778485557076,High
70,25,Female,5.1069793635130605,8.588487708447548,4,7.648275244233612,5.248022284703783,Medium
71,28,Other,4.749796064517791,6.025316709105907,3,3.4796453639818274,3.2126553571936407,Medium
72,34,Female,,9.75849794378717,2,3.711320757171321,,
73,25,Male,7.955348828420832,8.88187550154663,2,9.804627907360828,5.7964492373935474,Medium
74,20,Male,7.0070701155612305,6.710873535172432,3,5.289351382913738,1.9936258060551952,Low
75,20,Female,8.859989331745668,6.737785700947077,1,4.216721929191576,-0.8428866887675297,Low
76,18,Female,7.329161818233523,11.731917006677488,2,5.569304221191425,7.804543446003692,Medium
77,22,Male,8.299766383293457,12.443337500923633,5,4.205218374865525,3.426883275022375,Medium
78,27,Female,7.304389504621424,8.073729326665358,3,6.102621192770412,-1.2701906237209988,Low
79,24,Male,6.46902852127761,8.635507145524326,3,5.310440946204342,7.117283122819553,Medium
80,26,Male,5.5309624982799885,9.300228949296434,2,7.688769951278772,7.418502804814493,Medium
81,24,Male,6.0758764941166845,8.796063516319375,1,4.5285647419021835,3.3603430322907846,Medium
82,26,Male,6.491453274503338,5.1514045589227395,5,3.287959083275883,-6.123301874399896,Low
83,25,Other,8.435783722528045,9.355741354380772,1,4.627538258441036,5.05863934929969,Medium
84,29,Female,7.723903470235596,4.324221930798783,4,4.612290254439885,-4.084879839298172,Low
85,19,Male,7.1963828818911395,7.034631617484762,4,5.3061654620150165,-1.4878936488525083,Low
86,18,Female,7.8440118890768895,9.510854293249636,2,7.086350720143062,7.400918612653782,Medium
87,33,Female,7.432860458830978,9.699988415849674,2,6.949772418679801,0.9568132605416286,Low
88,22,Female,7.114325133328191,6.87985383158102,2,8.49914668964642,2.1321465379021944,Low
89,20,Male,5.001608718191655,7.583126119626165,4,3.471275805666189,-0.5598486085354386,Low
90,29,Male,8.166989087434011,7.312326982003093,1,6.471800307627772,5.157311396569395,Medium
91,25,Male,6.249785782968228,8.29431167372786,1,7.318299617551786,9.687817974441499,Medium
92,20,Male,8.106248333147054,8.446411306728672,2,3.8144489842203404,-0.4115825974228876,Low
93,18,Male,8.222252349813067,9.836936259058222,5,4.980922367544053,0.1332117215021842,Low
94,20,Female,5.995952967733584,7.466206274220433,1,1.1250553144530082,4.262487681297465,Medium
95,22,Male,7.939659296715125,9.24679238382711,4,7.767144237814337,2.800904068167963,Low
96,32,Male,6.366815024892921,9.514031528974384,3,4.961254494200327,0.5487207111140036,Low
97,31,Male,6.373961206823931,8.89657875474373,3,7.516410441702499,9.878223801696647,Medium
98,20,Male,7.108967881499189,7.980788355101051,3,6.015123794698783,2.5169124349069216,Low
99,18,Male,7.141367107003449,8.861290928550881,5,5.037086927562816,2.914721526392147,Low
100,22,Male,6.84626181842107,10.003480546787152,2,1.5179930016187857,0.9999943631216093,Low
101,31,Male,5.198854381332852,10.178369735432625,4,1.9626184732088996,0.7089194372222334,Low
102,24,Male,6.6542640326187925,12.130745369653813,5,1.0,2.296055152492065,Low
103,26,Male,9.534174473826088,6.519947527387477,4,4.09346629292836,-8.345742892832638,Low
104,32,Female,4.0,7.6199852180091945,4,11.19562175795312,13.419550785180762,High
105,32,Male,7.843688528274095,5.273062679463196,2,2.2801315262050013,-2.191913723555146,Low
106,27,Male,8.06854992002757,10.36201892865571,3,1.0,-5.690178879225677,Low
107,30,Male,5.169982736856618,7.830984987286507,2,7.906672298963829,9.752274747401065,Medium
108,24,Female,6.236673303908544,8.912381964058653,5,11.409294673241753,7.129389875684962,Medium
109,34,Male,5.599139410467986,7.29132286110672,5,6.244802663149507,-5.539169252856656,Low
110,21,Female,9.024758452774254,7.84659201004435,5,6.2218309867999,-3.9603272733887778,Low
111,22,Female,8.123630320133339,10.946380210853317,2,4.725294815890622,3.935732266081464,Medium
112,24,Male,8.181710449357679,,4,1.0143569237248506,,
113,30,Female,6.944776671193754,8.276955884682108,4,1.8732202056413092,-3.8788775143466077,Low
114,32,Female,8.374510339699572,10.035627838952793,1,4.708116676503705,-1.5128399745374228,Low
115,28,Male,,10.079800160075749,5,4.228861649925641,,
116,21,Male,8.43098915265267,7.71714896662653,4,5.212067680575145,0.91910287138474,Low
117,30,Female,6.621564291065336,5.561840878727583,1,7.573312059820397,0.6777234198732858,Low
118,24,Female,5.984909699943873,6.701676745995922,4,4.045405420207448,3.686858812432594,Medium
119,19,Other,8.973140319598333,5.8189427932349655,5,7.624291891011528,-1.9187633024162345,Low
120,27,Male,6.774981487201837,,3,4.061775725243075,,
121,30,Female,5.721440110109043,11.176230432895363,5,8.095598982164393,7.848946718414132,Medium
122,23,Male,5.708439323012033,11.672747760318032,2,5.715918917683559,14.095084603064986,High
123,29,Female,5.712105592377151,4.460888902045663,4,4.41042414769622,-4.163102589731205,Low
124,29,Female,7.813330821235242,10.642801820747444,4,5.673235151372224,-1.4915271488025255,Low
125,28,Male,6.681364547545741,12.924382618769371,2,4.766152894606083,11.430178168459651,High
126,24,Male,,10.72397542762129,2,5.782835594199929,,
127,18,Male,8.223413818788945,4.197540764258661,3,7.395265496293679,-0.8630792874931501,Low
128,18,Male,7.108565756112766,12.036596616793544,4,5.281961003960875,7.224901615798726,Medium
129,30,Male,8.48467704943794,8.583378074263884,4,4.576077867865547,-4.2504344771785485,Low
130,26,Female,6.2053911962366195,8.035201786999057,3,2.691209487722927,3.680508192099261,Medium
131,20,Female,4.5742570350088325,9.402190593165956,1,6.947945048229286,16.393277175642943,High
132,24,Female,5.612500330910311,6.401986154859028,3,6.370680566006812,3.7224131416317157,Medium
133,23,Female,6.976649395243523,8.505564741843157,5,2.5451428726811978,-2.9598144869059584,Low
134,25,Female,6.532950233394632,11.740859290208148,4,7.588735694801903,5.682058232969924,Medium
135,26,Female,7.789298465908953,9.744793741046577,2,2.504539918494161,-1.778537445094476,Low
136,22,Female,6.650463462387837,8.616802944205336,5,8.073054478084734,6.59425179111207,Medium
137,18,Male,7.69764167115407,8.679216319855218,4,7.219658317967545,0.6152902179476396,Low
138,27,Male,8.601165956677148,6.137212033402397,3,6.549163806495174,-7.508030903636461,Low
139,29,Male,6.646764979267074,8.20002421720055,5,4.557512102082409,9.963154258565867,Medium
140,32,Male,7.466174346453346,5.231409328740465,4,6.939449456666132,-7.148113227076701,Low
141,26,Male,,10.544881904787621,1,8.190929988102951,,
142,34,Male,6.651327225511329,4.128579035049315,1,6.980879802770433,-0.6550004689189477,Low
143,34,Female,5.321650249104774,10.20980075924142,2,3.824374945684406,7.006961578042444,Medium
144,29,Female,6.974272132555217,10.458821801668122,4,6.16851745588866,3.1250745678953438,Medium
145,24,Male,7.083199708012796,11.137529231454389,1,8.33008746573759,13.884510884254773,High
146,19,Male,7.0792116294965535,8.673718326323606,3,10.997745451391758,4.730126132832157,Medium
147,20,Male,6.223852892244448,10.333256932315058,4,4.9869675637520094,-0.4844464182164172,Low
148,34,Female,9.5581626340818,8.180506719269568,3,7.644707765328576,4.158598717270862,Medium
149,22,Male,5.2783741860283175,6.1266057646241325,3,8.336201300210796,3.2246846387115866,Medium
150,34,Female,5.205025007406181,11.56146478507599,1,3.4689875025255903,12.333196524451388,High
151,34,Male,8.785974050883901,8.30622834076985,4,9.955195795153703,-0.4227388671172294,Low
152,34,Female,5.954865043292128,5.680977365053611,5,2.8370382897913853,-2.8585549625704307,Low
153,19,Other,5.666371174956284,7.566370108420436,1,7.52246378758244,13.094408854152366,High
154,19,Male,9.563494277267734,7.645350634863657,1,6.263299448867665,-2.724367419844135,Low
155,22,Female,7.982867260188276,9.423393836248424,4,5.6389388999953995,-4.864240406367378,Low
156,18,Female,6.0866425422341335,13.194094966745462,4,11.86708320362161,22.924738949925576,High
157,18,Female,7.0610094868322735,9.54483722656513,3,4.746861911682997,5.67020412477742,Medium
158,19,Male,9.13504554179322,8.91368770399305,4,4.706636018178479,-4.672310007096615,Low
159,29,Female,7.629944817141041,13.41155239912511,3,8.828697018494488,11.798019226793025,High
160,23,Female,8.343378146127732,10.45778707982545,1,7.4045094452169575,3.5533790729940016,Medium
161,21,Female,7.765763814480566,9.008498408269856,2,8.705247302396385,10.688287543645192,High
162,28,Female,7.916304015144249,7.54117628236381,5,5.792173455852783,-4.17438228315138,Low
163,34,Female,6.847690035092512,9.132400152409122,1,6.292356542530407,2.2979223968227283,Low
164,23,Other,6.813618174771463,8.367219191813726,4,10.252339032486436,7.867336921698799,Medium
165,22,Female,7.120460462418144,8.682868255117993,5,3.4101148010482594,-4.704520865637006,Low
166,19,Female,7.68134336894036,11.128804849538945,2,5.242807389770849,2.5318456765633917,Low
167,23,Female,6.460021621000863,7.419355633725024,2,7.495635178563612,3.913454811576307,Medium
168,28,Male,6.946464721403606,9.527081416327027,3,5.010347949780406,3.669176167920926,Medium
169,33,Female,6.427585260852817,10.397879979675189,5,4.074635301792411,-1.5121174577861982,Low
170,33,Female,6.938821786393435,7.175774966351181,3,7.046211281966305,6.496919190736438,Medium
171,18,Male,5.2988044028217836,6.8547571690217985,1,8.839514166228735,11.323423083560975,High
172,26,Female,9.927172960351422,8.199316154838193,5,5.147914092985357,-7.473963749181321,Low
173,23,Male,5.9204718574653485,7.576740819487078,1,5.0785259479731275,1.9083681929766798,Low
174,33,Female,6.3662471302886825,10.804665217483008,3,3.8807799357914226,4.863763129846861,Medium
175,20,Female,5.816882727734237,6.496463442870691,5,4.760057891485665,1.5213043008875244,Low
176,21,Female,7.538850498997448,8.63694273705734,3,8.209015199575465,6.962283428680712,Medium
177,20,Male,6.564796842509202,13.59209666680895,5,5.702657176734142,12.277252828629521,High
178,24,Female,5.643430987883338,9.326113067572365,3,3.4875233476742795,2.4462031698600395,Low
179,26,Female,7.588260039469211,9.65858028860977,2,6.1559059508091565,-4.076338042642812,Low
180,18,Male,7.749978977507349,10.821364991394251,3,8.127985027465101,11.229105158783542,High
181,25,Male,6.71974841062728,7.574101869149281,2,4.095285841131428,0.3344105626100179,Low
182,24,Female,6.003648858341507,6.337160742509193,3,2.1784869510110916,-0.8888740652909286,Low
183,25,Male,9.42927920667166,8.85302255232549,5,10.97706289968188,7.601137158684075,Medium
184,18,Male,7.208081156630277,9.030807656697075,5,2.053676624891882,3.8976870213683625,Medium
185,28,Female,5.271117218056011,5.263578410573677,5,4.602443590360536,-4.0733989462413245,Low
186,27,Male,8.496848553203321,9.250143829365555,4,6.080321279646674,0.5797838947146317,Low
187,20,Female,5.773070300704914,10.639700997402079,1,4.818930746889272,13.296637172776752,High
188,24,Male,10.0,6.674103853951982,5,5.312722888362453,-11.146413808606074,Low
189,33,Female,6.8955894290331035,9.371111696749626,2,6.942095419686484,4.849668409310728,Medium
190,33,Male,8.015979243266424,10.284527320740267,5,1.0,-6.169283240799072,Low
191,34,Female,4.303978926983719,9.67335641706016,4,2.3327638211903716,4.617122416827182,Medium
192,19,Male,5.259030939092044,9.862012477483114,2,5.610648465175823,8.347363955381661,Medium
193,18,Female,8.400631543712858,8.010399516387398,4,4.489457470065975,-5.179700815534422,Low
194,33,Male,7.181378078754964,6.244991324518808,2,5.823528145688994,-2.9043076427236993,Low
195,29,Female,9.250875707256887,7.605707075232174,3,6.06913320657826,-0.3744099685857263,Low
196,22,Female,7.382210126275506,7.327885796258751,1,1.0,0.4409015047354634,Low
197,22,Other,6.974355487689247,8.339481907584908,1,8.684100830379116,12.429577264971048,High
198,26,Female,8.856288788986646,10.68654181091986,4,4.254330292249126,-2.0207891830480076,Low
199,26,Male,8.012164399070533,5.8763197436716625,1,3.3362170380599836,-1.6452147201897604,Low
200,20,Female,6.564486560868453,8.788500045634782,4,6.020888239898198,3.987820542776433,Medium
201,33,Male,5.487075079401864,6.3731967089642945,4,5.767900569455608,-0.20488845785053034,Low
202,33,Male,4.0,7.019906164354458,4,8.491727044136594,10.922586355620185,High
203,20,Male,6.274801196236754,9.617481505223683,1,6.179682906925042,6.4424241915355775,Medium
204,18,Female,5.376397885734353,6.1201098932686016,4,8.39527712006075,3.373171804162031,Medium
205,28,Female,9.91724557188126,9.968488579405957,1,3.154556561430736,-6.226479508447592,Low
206,34,Male,6.019554867115968,5.79567110675055,4,5.854652638018748,-1.71268320078329,Low
207,25,Female,5.986749193249946,9.83396080687632,5,2.7131307316877766,1.794783328883672,Low
208,21,Male,4.974506150493625,5.400937460842976,4,5.744189638900699,5.752224943990537,Medium
209,23,Male,6.480419205772756,7.264374641486769,2,5.214280110995286,1.132373345273924,Low
210,25,Male,6.002558084429345,12.292988766259123,4,5.106756436997743,5.447967263666486,Medium
211,20,Male,8.885275314493352,11.917092739533773,3,5.128681119095918,7.751612736031434,Medium
212,33,Female,7.002171391297981,7.674950694965709,4,7.340973675461494,0.8035943591537391,Low
213,20,Female,6.7893631728123465,9.279921172059803,2,1.481600857493551,-5.126068526965321,Low
214,31,Female,6.638392695100882,10.908136037769768,2,3.2505303430395687,5.385336283510725,Medium
215,19,Male,7.743409904227042,9.862592348840941,1,5.398570433137062,3.8110328147342774,Medium
216,20,Male,6.257206201238599,7.9530715070903515,5,2.5533422763218754,4.380392517800095,Medium
217,33,Male,7.6006473122382054,,4,5.61528526550261,,
218,26,Female,8.736763784872933,10.23620628591586,1,5.372868696897313,2.88919723444019,Low
219,21,Male,7.352090012359576,10.761406617229003,5,1.990608387368542,-3.946831661800206,Low
220,18,Female,6.500322460609838,11.931403668788775,4,1.867087134364306,4.127465666779555,Medium
221,21,Other,5.655848994833718,5.1255011530938575,3,1.0,-1.053316409841269,Low
222,18,Female,6.4698512163835105,5.993750423597895,4,2.4483248757952176,-4.075644395984136,Low
223,31,Female,7.475694648767085,10.823847204294161,2,5.5358081455265,3.3850622071850314,Medium
224,33,Male,4.960967189699215,5.3969389064996465,2,5.890469557352194,4.858456084429534,Medium
225,25,Female,7.797851309251139,10.977099909823865,3,6.004748899071127,4.929825240500425,Medium
226,24,Female,7.049135225873677,8.070134988029215,1,3.555202968331548,2.6190149022488125,Low
227,20,Female,6.620973008289537,7.45817236132663,5,5.454241289946276,-1.5740199772062589,Low
228,34,Male,6.0087039062587975,8.910857192542938,4,6.493111523103632,4.005725981237536,Medium
229,18,Male,6.228346758836759,5.809263095529003,2,2.3299111262471173,-4.200244915178812,Low
230,33,Male,7.516767249758369,10.148029661196704,1,5.80832268597635,8.985211669942021,Medium
231,29,Female,6.646146168685867,11.879273995389394,3,7.141203029587729,8.991386465494354,Medium
232,31,Female,6.198632039265716,10.241152431628484,2,4.273069675442798,4.712955985319968,Medium
233,23,Female,7.362276192045827,8.006982614891719,3,8.155585825874008,1.2464268246076342,Low
234,23,Male,7.409827732990556,5.4239285844691185,4,4.331414140437575,-4.1240242156020415,Low
235,30,Female,5.300989926411143,5.500825087594134,5,3.3498478621923122,-2.395819380406654,Low
236,25,Male,7.4857768358923815,5.840713395521385,2,6.892102946382301,-1.286264716309816,Low
237,19,Male,9.80203785543253,8.475443445775365,2,10.583234423666141,1.680834643523772,Low
238,18,Male,7.363544947250605,8.726800126545209,4,5.713384047219523,6.847691391663165,Medium
239,32,Female,4.7611913541875985,10.23688702148199,1,7.087269510284299,7.696342070814432,Medium
240,18,Male,7.0128504702074554,4.907942027033849,5,4.22820694725539,-5.110423553552506,Low
241,22,Female,4.603021550967578,11.122420460784799,2,2.395959450509931,12.226949574501987,High
242,33,Female,10.0,9.888812637890743,5,5.915664114751833,-13.228425389926587,Low
243,21,Male,9.48280962438137,7.846327413875731,2,6.310999929469778,0.7594919676431275,Low
244,20,Female,6.000873820645524,6.1204769165358,5,4.605222274047095,-2.9555293421191005,Low
245,34,Male,4.105199361207397,10.998281283382237,3,7.077641295053764,14.548357349572854,High
246,34,Male,5.745954575488659,7.899812077525232,2,3.8647999754641997,2.0258550423013,Low
247,29,Male,6.5828111132723315,8.459962201311143,5,3.2447843353706447,1.6442426148050546,Low
248,31,Male,4.685763509552314,9.267223941575864,1,8.151607326215412,14.400595709731734,High
249,23,Female,6.717172982004526,6.673602188436778,3,8.163369066354075,3.767259866873952,Medium
250,20,Male,6.574905602875698,7.935638841949502,3,3.9141422354108037,-2.2459640812099577,Low
251,26,Female,6.950185636475466,10.23063380404076,1,9.797126226012054,17.849007605827236,High
252,22,Female,7.075574212325575,10.02819215699255,5,4.782233268674377,1.6596127924467388,Low
253,34,Female,5.641258880147418,10.046214413390475,4,5.711957161609897,13.510569846104133,High
254,31,Female,5.7759031523004145,6.189640497719136,1,5.28836864537893,8.861404971967175,Medium
255,20,Female,6.854710597364059,8.026839298541718,5,6.809400543614199,-3.8329344963746443,Low
256,18,Male,6.042809444151263,7.70721232990439,1,6.178553734502357,3.924626205548818,Medium
257,18,Male,7.8889937221007065,9.350357684549403,1,6.144905403954144,1.5105825494428382,Low
258,20,Female,6.843073459721239,9.171315979297795,2,2.9510959207002845,1.4675239098833661,Low
259,27,Female,9.038003880796968,,5,1.2785942080257886,,
260,20,Male,7.784578925925471,13.431467910839858,4,8.355400070632154,11.294303502847722,High
261,25,Female,8.124456643268717,7.918387839711925,2,4.136385002650641,1.7547165042681598,Low
262,31,Male,6.9590792815577425,7.684353827862911,1,5.377416566416305,7.5420203663050565,Medium
263,32,Female,6.988833801548355,6.186500659327888,1,6.316997274724453,4.78494336328038,Medium
264,19,Male,8.877584695891013,5.4243053481422585,1,9.57252400837317,-0.814488202192073,Low
265,27,Male,6.346048539755564,6.059365245568449,5,5.90339481160627,-3.86504703255325,Low
266,19,Male,7.456135224998287,7.06263614911344,5,4.513006092689757,-3.8944234074468955,Low
267,34,Female,6.48051496140625,11.120146188875704,2,4.191139046782856,8.026914795854465,Medium
268,25,Female,6.477636729935236,8.578327808723717,4,5.406607896895154,1.8505736923379206,Low
269,18,Male,5.397324481109936,8.886661333905467,2,3.226588075898468,0.37079422095982384,Low
270,26,Female,5.908982778971671,8.307453383595806,3,5.5721893078725255,6.376020212627801,Medium
271,28,Male,5.6860766583002595,9.230601986043578,1,5.369950778854965,6.740746290889096,Medium
272,33,Female,7.513242570707803,11.304144294435687,1,9.60381737161038,11.186773942904251,High
273,24,Male,8.048247113868396,4.512138327463928,1,5.290997153522698,-4.14292817448794,Low
274,27,Male,6.686295951705917,10.93667463117076,2,1.0,1.5127232921038225,Low
275,20,Female,7.075553516196384,3.469923094929986,2,12.0,2.354274443465907,Low
276,30,Other,6.617034373873884,8.556405423043856,1,7.892084327890242,4.2306646594867345,Medium
277,24,Female,5.827068896128418,12.883814709488831,2,10.705871860238961,18.181888103408184,High
278,21,Female,7.834715629756254,9.861315879063088,5,2.606700032538789,-0.6405560261507253,Low
279,30,Female,7.5830416325113745,9.246117870641273,5,4.94543304685927,0.43154521253415234,Low
280,18,Male,,12.503891933605946,2,7.186003103735798,,
281,25,Other,6.460269198517696,7.0938742039977125,1,6.840978430711148,2.743811958854535,Low
282,31,Female,5.741567190551086,9.367934844930096,2,6.26734426839888,4.255405571018223,Medium
283,33,Female,6.3308737164017295,9.656234194947785,2,1.0,0.2850539226842288,Low
284,31,Female,5.995482119544489,7.455195731545949,2,1.2189013560892157,-3.188198870109086,Low
285,29,Female,6.74429555511032,7.631779641008039,3,9.29380027265968,4.580633728859796,Medium
286,32,Female,6.404102317839831,7.412441133553321,5,9.738323832174224,5.631694817502768,Medium
287,19,Male,6.378631167414993,8.674629948017127,4,5.23337177140901,1.0254870955725508,Low
288,19,Female,8.128866114006456,,4,8.976068686015955,,
289,34,Male,7.468614392803098,8.746460545829324,3,2.9419305846417547,-2.9642054489381,Low
290,27,Other,5.95532641963948,9.918923634859711,2,3.5139348663282983,6.20463255318697,Medium
291,23,Female,6.133343920623894,4.561705428052905,3,2.7442991953421263,-3.116528861737128,Low
292,32,Male,7.390151666479535,8.063497672514327,3,3.3752011357783847,0.3494528909965222,Low
293,28,Female,7.388503486043319,6.453161379298708,1,7.306740023806548,3.9442424081730083,Medium
294,22,Female,6.075463713125517,9.103445025365797,5,3.344119067341389,0.012902594711594828,Low
295,18,Female,6.519211199717402,9.073834857344647,4,11.099357599819662,11.106301303243148,High
296,25,Female,9.016167248104361,8.26875577008509,2,6.650176515868595,0.22400400336651577,Low
297,29,Male,6.096142293774388,9.520558021064142,4,8.211317616237721,8.281421996993414,Medium
298,29,Female,9.092965506150541,10.495625436528055,4,6.724851457000183,-1.1906513227065987,Low
299,22,Female,8.124400331030966,8.378958955387382,5,8.535674126148198,1.6940716136791238,Low
300,24,Male,8.870499530066558,6.396610223800597,4,3.330000001153632,-7.014085020293629,Low
301,21,Female,6.045113633516685,5.337484858161038,4,9.117333845498893,3.8801825751259855,Medium
302,23,Male,6.597732951124686,8.572220350660256,3,5.852347213978592,-0.17687579766257588,Low
303,30,Male,,8.983733403027081,5,8.523165277421848,,
304,32,Female,8.152103830311443,6.560952220960042,1,1.9010898665595395,-9.513140221703114,Low
305,20,Female,6.118779472793492,9.951533646326066,2,5.951458016520908,8.352521082142783,Medium
306,25,Male,7.677458592011448,7.582086228350853,4,5.863096791954163,-3.0500832659597634,Low
307,33,Female,7.613959293430449,5.187134269657699,2,3.951908837551396,0.4120022502636598,Low
308,30,Male,6.742364563142988,11.012872684690379,1,6.28279707436816,9.931666377879052,Medium
309,27,Male,8.358391680997203,,2,9.349017120003786,,
310,34,Male,6.929215843671926,4.468801126673804,1,3.7596191025921972,2.6889308368503313,Low
311,22,Male,7.800902862329964,7.374799436692616,3,7.904635890512346,-0.5062489342723491,Low
312,26,Male,6.206355957298661,7.296832637171447,4,2.6814423596337296,-0.9427073945619424,Low
313,29,Female,5.93187582307181,11.778977318835006,1,10.773611486606148,14.175315088337726,High
314,18,Female,7.677374635109129,8.301414579916687,2,7.461500796091771,5.085864579716654,Medium
